"pesticide_id";"pesticide_name";"pesticide_code";"price";"quantity";"type";"iupa_number";"mfg_local";"company_name"
402;"Cypermethrin Technical 92% min 70% min. & 50% min";74;0.0;0.0;"Insecticide";"332";"Y";"Bayer Crop Science Ltd. Mumbai. 9(4) "
403;"Cypermethrin Technical 92% min 70% min. & 50% min";74;0.0;0.0;"Insecticide";"332";"Y";"Crop Life Science Ltd. Ankleshwar 9(4) "
404;"Cyphenothrin Technical92% min. ";75;0.0;0.0;"";"417";"N";"Sumitomo Chemical Co. Ltd Japan "
405;"Cyphenothrin Technical92% min. ";75;0.0;0.0;"";"417";"Y";"Sumitomo Chemical "
406;"Cyazofmid 34.5% SL ";76;0.0;0.0;"";"734";"N";"Ishihara Sangyo Kaisha Ltd. 1-3-15 edobori Nishi-Ku Osaka ? 550-0002"
407;"Dazomet tech 94% min ";77;0.0;0.0;"Insecticide";"456";"N";"BASF Atkiengesll Shaft  D- 67056 Ludwigshafen Germany"
408;"Dazomet tech 94% min ";77;0.0;0.0;"Insecticide";"456";"Y";"Margo Bio Controls Pvt. Ltd. Bangalore"
409;"Deltamethrin Technical 98% min.";78;0.0;0.0;"Insecticide";"333";"N";"Bayer CropScience S.A. Lyon France"
410;"Deltamethrin Technical 98% min.";78;0.0;0.0;"Insecticide";"333";"N";"Bayer S.A.S. 16 rue Jean- Marie Leclair 69009 Lyon France"
411;"Deltamethrin Technical 98% min.";78;0.0;0.0;"Insecticide";"333";"N";"Roussel Uclof Paris France"
412;"Deltamethrin Technical 98% min.";78;0.0;0.0;"Insecticide";"333";"Y";"Agrevo India Ltd. Mumbai "
413;"Deltamethrin Technical 98% min.";78;0.0;0.0;"Insecticide";"333";"Y";"Gharda Chemical Ltd. Mumbai "
414;"Deltamethrin Technical 98% min.";78;0.0;0.0;"Insecticide";"333";"Y";"Tagros Chemicals Ltd. "
415;"Deltamethrin Technical 98% min.";78;0.0;0.0;"Insecticide";"333";"Y";"Isagro (Asia) Agross-chemicals Pvt. Ltd"
416;"Deltamethrin Technical 98% min.";78;0.0;0.0;"Insecticide";"333";"Y";"Heranba Industries Ltd Gujarat "
417;"Deltamethrin Technical 98% min.";78;0.0;0.0;"Insecticide";"333";"Y";"Meghmani organics Ltd"
418;"Deltamethrin Technical 98% min.";78;0.0;0.0;"Insecticide";"333";"Y";"Insecticide India Limited "
419;"Deltamethrin Technical 98% min.";78;0.0;0.0;"Insecticide";"333";"Y";"Hindustan Insecticide ltd."
420;"Deltamethrin Technical 98% min.";78;0.0;0.0;"Insecticide";"333";"Y";"Bayer Crop Science Ltd. Mumbai. "
